artist,birth_date,birth_place,death_date,artist_age,title,winning_bid,low_est,high_est,auction_date,category,style,size,medium,area_or_vol,auction_dt_age
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Garhi,,6000.0,8000.0,2011-04-01,painting,figurative, 24 x 38.5 in, charcoal on paper ,924.0,86.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,2115.0,1610.0,2070.0,2011-04-01,drawing,figurative, 9.5 x 6 in, pencil on paper ,57.0,86.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,8947.0,9095.0,11365.0,2011-03-01,drawing,figurative, 30 x 22 in, pastel on paper pasted on board ,660.0,86.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,23690.0,22000.0,28000.0,2011-03-01,painting,figurative, 39 x 11 in, oil on canvas pasted on board ,429.0,86.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,20125.0,6820.0,9095.0,2011-03-01,painting,figurative, 14 x 10 in, oil on canvas ,140.0,86.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,6854.0,6820.0,9095.0,2011-03-01,drawing,figurative, 30 x 22 in, mixed media on paper pasted on board ,660.0,86.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,4324.0,2910.0,4070.0,2010-12-01,drawing,figurative, 29.5 x 21.5 in, pencil and wash on paper ,634.25,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,10005.0,9305.0,11630.0,2010-12-01,painting,figurative, 20 x 16 in, oil on canvas ,320.0,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,12249.0,4655.0,6980.0,2010-12-01,painting,figurative, 15 x 11 in, oil on canvas ,165.0,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Labourer Arguing,,15000.0,20000.0,2010-12-01,painting,figurative, 21.5 x 21.5 in, oil on canvas ,462.25,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Suspense at Last Supper,158444.0,111115.0,155560.0,2010-09-01,painting,figurative, 59.5 x 89 in, oil on canvas ,5295.5,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,The Good Samaritan,46000.0,40000.0,48890.0,2010-09-01,painting,figurative, 51.5 x 39.5 in, oil on canvas ,2034.25,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,8050.0,8000.0,10000.0,2010-09-01,sculpture,figurative, 27 x 13 x 13 in, bronze ,4563.0,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,14605.0,4445.0,6670.0,2010-09-01,painting,figurative, 15 x 11 in, oil on canvas ,165.0,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Who Is It?,36421.0,33335.0,40000.0,2010-06-01,painting,figurative, 39 x 29.5 in, oil on canvas ,1150.5,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,12213.0,8890.0,11115.0,2010-06-01,painting,figurative, 15 x 11 in, oil on canvas ,165.0,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Evening News,27600.0,20000.0,25000.0,2010-06-01,painting,figurative, 35.5 x 23.5 in, oil on canvas ,834.25,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Clarinet Player,,30000.0,40000.0,2010-06-01,painting,figurative, 39 x 29.5 in, oil on canvas ,1150.5,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Rumi,10488.0,8890.0,11115.0,2010-06-01,sculpture,figurative, 19 in x 10.5 in, bronze ,199.5,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,In Search of an Ancestor,,30000.0,40000.0,2010-03-01,painting,figurative, 44 x 26.5 in, oil on canvas ,1166.0,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,18021.0,8890.0,11115.0,2010-03-01,painting,figurative, 14 x 10 in, acrylic on canvas ,140.0,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,1955.0,900.0,1200.0,2010-03-01,painting,figurative, 13 x 10 in, pencil on paper ,130.0,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,7635.0,2780.0,3890.0,2010-03-01,painting,figurative, 29.5 x 21.5 in, pencil on paper ,634.25,85.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Gupshup at Gyanijis,51635.0,39135.0,47830.0,2009-12-01,painting,figurative, 48 x 36 in, oil on canvas ,1728.0,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Study for Emmaus,19033.0,10870.0,13045.0,2009-12-01,painting,figurative, 17 x 13 in, oil on canvas ,221.0,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Bandwalla Ramjidas with his Old Faithful,35938.0,21740.0,26090.0,2009-12-01,painting,figurative, 36 x 24 in, oil on canvas ,864.0,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,4658.0,4000.0,6000.0,2009-09-01,painting,figurative, 29.5 x 21.5 in, conte on paper ,634.25,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,So He Looked Away,56546.0,41670.0,52085.0,2009-09-01,painting,figurative, 24 x 72 in, oil on canvas ,1728.0,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Melody at Midnight,40365.0,42555.0,53195.0,2009-06-01,painting,figurative, 48 x 36 in, oil on canvas ,1728.0,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Rear View,19550.0,14895.0,17025.0,2009-06-01,painting,figurative, 29.5 x 19 in, oil on canvas ,560.5,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Recalling Captain Dentist Pesikaka,,12770.0,14895.0,2009-06-01,painting,figurative, 24 x 24 in, oil on canvas ,576.0,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Music at the Bottom of the Ladder,57615.0,53195.0,63830.0,2009-06-01,painting,figurative, 52 x 40 in, charcoal and oil on canvas ,2080.0,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Fruit Seller,9718.0,12000.0,14000.0,2009-03-01,painting,figurative, 21.5 x 21.5 in, oil on canvas ,462.25,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,The Kiss of Judas,21505.0,12000.0,14000.0,2009-03-01,painting,figurative, 30 x 24 in, oil on canvas ,720.0,84.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,25000.0,31250.0,2008-12-01,painting,figurative, 31.5 x 31 in, oil on canvas ,976.5,83.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,In Search of an Ancestor,57500.0,50000.0,60000.0,2008-06-01,painting,figurative, 44 x 26.5 in, oil on canvas ,1166.0,83.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,6250.0,8750.0,2008-06-01,painting,landscape, 13.5 x 19 in, mixed media on paper ,256.5,83.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Betrayal,32488.0,22500.0,27500.0,2008-06-01,painting,figurative, 28 x 22 in, oil on canvas ,616.0,83.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Study of Pieta,23575.0,20000.0,22500.0,2008-06-01,painting,figurative, 20 x 16 in, oil on canvas ,320.0,83.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Potrait in Retrospect,14375.0,12500.0,15000.0,2008-06-01,painting,figurative, 14 x 9.5 in, oil on canvas ,133.0,83.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Sundari,,25000.0,30000.0,2007-12-01,painting,figurative, 19.5 x 13.5 in, oil on canvas ,263.25,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Scribe,37950.0,25000.0,30000.0,2007-12-01,painting,figurative, 23 x 17 in, oil on canvas ,391.0,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,28750.0,25000.0,30000.0,2007-12-01,painting,figurative, 30 x 22 in, acrylic on canvas ,660.0,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"a) Bandwalla With Tuba b), c) and d) Master Class of Bandwallas",190961.0,92105.0,118430.0,2007-12-01,painting,figurative, 36 x 24 in, oil on canvas ,864.0,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Who Is It?,,65790.0,78950.0,2007-12-01,painting,figurative, 39 x 29.5 in,oil on canvas ,1150.5,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"Miss Amery, Teacher of English",52900.0,45000.0,55000.0,2007-06-01,painting,figurative, 39.75 x 30.75 in, oil on canvas ,1222.3125,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,10983.0,7500.0,10000.0,2007-06-01,drawing,figurative, 8 x 5 in, pencil on paper ,40.0,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,A Season of Watermelons,195500.0,125000.0,150000.0,2007-06-01,painting,figurative, 72 x 48 in, oil on canvas ,3456.0,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,News,58650.0,45000.0,55000.0,2007-06-01,painting,figurative, 24 x 36 in, oil on canvas ,864.0,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Bandwalla,38525.0,25000.0,30000.0,2007-06-01,painting,figurative, 23.5 x 17.5 in, oil on canvas ,411.25,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Musicians,51750.0,45000.0,55000.0,2007-06-01,painting,figurative, 27.5 x 21.5 in, oil on canvas ,591.25,82.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Lalaji and his Brass at Gyaniji`s Dhhaba,232045.0,151170.0,174420.0,2006-12-01,painting,figurative, 70 x 93.5 in, oil on canvas ,6545.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,A Study For Afghan Refugees,47300.0,35000.0,45000.0,2006-12-01,painting,figurative, 45.5 x 29.5 in, oil on canvas ,1342.25,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,The Scribe (Imaginary Portrait of My Grandfather - Lala Kidarnath Khanna),83050.0,60000.0,70000.0,2006-12-01,painting,figurative, 50 x 33.5 in, oil on canvas ,1675.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,9240.0,5815.0,6980.0,2006-12-01,drawing,figurative, 16.5 x 11.5 in, pencil on paper ,189.75,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Study for Tanpura Player,57046.0,27910.0,34890.0,2006-12-01,painting,figurative, 29.5 x 19.5 in, oil on canvas ,575.25,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,23766.0,6980.0,9305.0,2006-12-01,painting,figurative, 10 x 6.5 in, pencil on paper ,65.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,10010.0,6980.0,9305.0,2006-12-01,painting,figurative, 19 x 14 in, mixed media on paper ,266.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,34540.0,18610.0,20930.0,2006-12-01,painting,figurative, 23.5 x 17.5 in, oil on canvas ,411.25,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Slaying of Marich,12791.0,9305.0,11630.0,2006-12-01,sculpture,figurative, 31.5 x 17 x 73 in, bronze ,39091.5,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,General takes his Orders,24673.0,11650.0,14000.0,2006-05-01,painting,figurative, 17.5 x 13 in, oil on canvas ,227.5,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,66440.0,34900.0,41900.0,2006-05-01,painting,figurative, 39 x 29 in, oil on canvas ,1131.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,20312.0,9310.0,11650.0,2006-05-01,painting,figurative, 29.5 x 24 in, conte on paper ,708.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Remembering a Langa in Jodhpur,27705.0,6980.0,9310.0,2006-05-01,painting,figurative, 12 x 12 in, oil on canvas ,144.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Doubting Thomas and Jesus,204907.0,81400.0,93050.0,2006-05-01,painting,figurative, 60 x 39.5 in, oil on canvas ,2370.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Evening News,47389.0,18650.0,20950.0,2006-05-01,painting,figurative, 24 x 18 in, oil on canvas ,432.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Falconer,34650.0,25000.0,30000.0,2006-05-01,painting,figurative, 39.5 x 12.5 in, oil on board ,493.75,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Card Players,55440.0,34900.0,41900.0,2006-05-01,painting,figurative, 36 x 24 in, oil on canvas ,864.0,81.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Pieta,167750.0,45460.0,56820.0,2005-12-01,painting,figurative, 60 x 40 in, oil on canvas ,2400.0,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,3905.0,2275.0,3410.0,2005-12-01,painting,figurative, 9.5 x 5.5 in, mixed media on paper ,52.25,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,40525.0,9095.0,11370.0,2005-12-01,painting,figurative, 19.5 x 15.5 in, oil on canvas ,302.25,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Watermelon and Children,28875.0,15910.0,18190.0,2005-12-01,painting,figurative, 32 x 20 in, oil on canvas ,640.0,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Fruit Seller,28105.0,9095.0,11370.0,2005-12-01,painting,figurative, 31.5 x 11.5 in, oil on canvas ,362.25,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Study for an Incident at a Dhaba,13420.0,6820.0,9095.0,2005-12-01,painting,figurative, 13.5 x 9.5 in, oil on canvas ,128.25,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Card Players,23375.0,8140.0,10470.0,2005-05-01,painting,figurative, 28 x 22 in, oil on canvas ,616.0,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Rumi,25447.0,5240.0,6400.0,2005-05-01,painting,figurative, 24 x 18 in, oil on canvas ,432.0,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Nocturne,15643.0,3490.0,4660.0,2005-05-01,painting,figurative, 20 x 14 in, oil on canvas ,280.0,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,The General Makes a Point,39237.0,13960.0,16280.0,2005-05-01,painting,figurative, 28 x 44 in, oil on canvas ,1232.0,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Bandwalla,6094.0,3490.0,4660.0,2005-03-01,painting,figurative, 17.5 x 13.5 in, oil on canvas ,236.25,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Emmaus,15400.0,13960.0,18610.0,2005-03-01,painting,figurative, 39.5 x 29.5 in, oil on canvas ,1165.25,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,16577.0,13960.0,18610.0,2005-03-01,painting,figurative, 46 x 27 in, oil on canvas ,1242.0,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Last Supper,84930.0,32560.0,41870.0,2005-03-01,painting,figurative, 71 x 50 in, oil on canvas ,3550.0,80.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Draupadi's Last Laugh,66173.0,26670.0,33340.0,2004-12-01,painting,figurative, 71 x 50 in, oil on canvas ,3550.0,79.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,The Claranet Player,15588.0,10560.0,12780.0,2004-12-01,painting,figurative, 40 x 25 in, oil on canvas ,1000.0,79.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,5536.0,3340.0,4450.0,2004-12-01,painting,figurative, 18 x 14 in, oil on canvas ,252.0,79.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Scribe,,2500.0,3000.0,2004-05-01,painting,figurative, 29.5 x 22 in, conte on paper ,649.0,79.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,1750.0,1980.0,2004-05-01,drawing,figurative, 21.5 x 29.5 in, conte on paper ,634.25,79.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Bandwalla,,11280.0,13610.0,2004-05-01,painting,figurative, 39.5 x 31 in, oil on canvas ,1224.5,79.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,St. Francis,,15000.0,19450.0,2003-12-01,painting,figurative, 70 x 48 in, oil on canvas ,3360.0,78.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Canonisation of a Painter,27563.0,23900.0,28350.0,2003-12-01,painting,figurative, 71 x 50 in, oil on canvas ,3550.0,78.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,535.0,640.0,2003-05-01,drawing,figurative, 13 x 9 in, pencil on paper ,117.0,78.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Problems of Bandwallas,,12250.0,14400.0,2003-05-01,painting,figurative, 48 x 36 in, oil on canvas ,1728.0,78.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,12800.0,14900.0,2003-05-01,painting,figurative, 68 x 46 in, oil on canvas ,3128.0,78.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Remembering Jalaluddin Rumi,,1600.0,1850.0,2003-05-01,drawing,figurative, 24 x 16 in, pencil on paper ,384.0,78.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Man with Falcon,,2500.0,3000.0,2002-12-01,painting,figurative, 40 x 13 in, oil on board ,520.0,77.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,In Search for an Ancestor,,1600.0,1800.0,2002-12-01,painting,figurative, 29 x 22 in, dry pastel on paper ,638.0,77.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Mehtaji Dictating his Last Will to Lala Kedarnath Khanna,,1300.0,1500.0,2002-12-01,painting,figurative, 22 x 30 in, pastel on paper ,660.0,77.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Fruit Seller,,7300.0,9500.0,2002-05-01,painting,figurative, 46.5 x 30 in, oil on canvas ,1395.0,77.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"Miss Amery,Teacher of English",,5800.0,6800.0,2002-05-01,painting,figurative, 40 x 31 in, oil on canvas ,1240.0,77.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,1600.0,1800.0,2002-05-01,painting,figurative, 21.75 x 29.5 in, pastel on paper ,641.625,77.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,725.0,850.0,1100.0,2002-05-01,painting,figurative, 15.75 x 13.5 in, ink and pastel on paper ,212.625,77.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,1500.0,1700.0,2001-12-01,painting,figurative, 30 x 22 in, mixed media on paper ,660.0,76.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,1400.0,1600.0,2001-12-01,painting,figurative, 29 x 22 in, pastel on paper ,638.0,76.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Bandwalla,1900.0,2000.0,2600.0,2001-12-01,painting,figurative, 31.5 x 19 in, oil on canvas ,598.5,76.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,1600.0,1800.0,2001-12-01,painting,figurative, 19.5 x 25.5 in, coloured charcoal on paper ,497.25,76.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,Untitled,,1300.0,1700.0,2000-12-01,painting,figurative, 30 x 22 in, pencil on paper ,660.0,75.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,LAMENT ON A BATTLEFIELD,2406.0,4350.0,5800.0,2019-05-01,,, 29.5 in x 21.5 in, dry pastel on paper ,634.25,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,1050.0,2175.0,3625.0,2019-05-01,,, 7.25 in x 7.25 in, bronze on board ,52.5625,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,8382.0,4415.0,5885.0,2019-04-01,,, 29.25 in x 21.5 in, dry pastel on paper ,628.875,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 1984",902.0,1475.0,2210.0,2019-04-01,,, 6.5 in x 8.75 in, pen on paper ,56.875,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 1963",1122.0,2000.0,3000.0,2019-04-01,,, 6.75 in x 6.75 in, ink on paper ,45.5625,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,,1077.0,1180.0,1765.0,2019-04-01,,, 14.4 x 11.3 in, digital print on paper  ,162.72000000000003,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,,2223.0,2900.0,4350.0,2019-01-01,,, 9 x 12.25 in, watercolour and pencil on paper ,110.25,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,,2043.0,3625.0,5075.0,2019-01-01,,, 12 x 9 in, pencil on paper ,108.0,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,2400.0,3625.0,5075.0,2019-01-01,,, 21.75 in x 15.75 in, acrylic and marker on canvas ,342.5625,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,1332.0,1815.0,2540.0,2019-01-01,,, 10.5 in x 9 in, pencil on paper ,94.5,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,WATERMELON EATER,6299.0,8700.0,11595.0,2019-01-15,,, 20 in x 14 in, oil on canvas ,280.0,94.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,3549.0,3575.0,5000.0,2018-12-01,,, 29.75 in x 18 in, acrylic and marker on canvas ,535.5,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,13971.0,17145.0,21430.0,2018-12-01,,, 36 in x 11.75 in, oil on canvas ,423.0,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,11074.0,14290.0,21430.0,2018-12-01,,, 36 in x 29.5 in, oil on canvas ,1062.0,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,5177.0,5715.0,7145.0,2018-12-01,,, 14.75 in x 10.75 in, oil on canvas ,158.5625,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,7928.0,11270.0,14085.0,2018-11-20,,, 29.5 in x 23.5 in, charcoal on canvas ,693.25,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,18000.0,20835.0,27780.0,2018-11-06,,, 61.25 in x 28.5 in, fibreglass ,1745.625,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,1215.0,1390.0,2085.0,2018-11-01,,, 10.75 in x 9.5 in, ink on paper ,102.125,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 1974",756.0,2085.0,2780.0,2018-11-01,,, 9.25 in x 7 in, conte and pen on paper pasted on paper ,64.75,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 1987",1698.0,2780.0,4170.0,2018-11-01,,, 20.5 in x 15.5 in, marker on paper ,317.75,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,15300.0,16670.0,20835.0,2018-10-16,,, 35.75 in x 12 in, oil on canvas ,429.0,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,4014.0,4290.0,7145.0,2018-08-01,,, 25.5 in x 17.5 in, acrylic and charcoal on canvas ,446.25,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,1697.0,4415.0,5885.0,2018-07-01,,, 19.75 in x 18.75 in, bronze ,370.3125,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 1965",852.0,1565.0,2345.0,2018-04-01,,, 6.75 in x 9.25 in, pen on paper ,62.4375,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"2 HEADS, PLAYING CARDS, 2005",11100.0,9375.0,12500.0,2018-04-01,,, 20 in x 14 in, acrylic on canvas ,280.0,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"BLINDFOLDED QUEEN, 2005",3720.0,6250.0,9375.0,2018-04-01,,, 13.5 in x 9.75 in, oil on canvas ,131.625,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 1983",1009.0,2345.0,3125.0,2018-04-01,,, 12.5 in x 8.5 in, pen on paper ,106.25,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,A HAUNTED PERSON,3930.0,6250.0,9375.0,2018-04-01,,, 13.5 in x 9.75 in, oil on canvas ,131.625,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 2006",1425.0,2345.0,3125.0,2018-04-01,,, 9.5 in x 6.25 in, pencil on paper ,59.375,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,8437.0,11115.0,14290.0,2018-01-01,,, 14 in x 12 in, oil on canvas ,168.0,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,1782.0,6350.0,9525.0,2018-01-01,,, 7 in x 12.5 in, bronze ,87.5,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,3042.0,1590.0,2385.0,2018-01-01,,, 12 in x 7.75 in, pastel on paper ,93.0,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 1983",3444.0,6350.0,7940.0,2018-01-01,,, 24.75 in x 18.75 in, dry pastel on paper ,464.0625,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 2005",2292.0,1590.0,2385.0,2018-01-01,,, 16.5 in x 11.75 in, pencil on paper pasted on mountboard ,193.875,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,10424.0,12700.0,15875.0,2018-01-01,,, 23.5 in x 17.5 in, oil on canvas ,411.25,93.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,A BANDWALLA DOZES WHILE A MONKEY LIFTS HIS HEADGEAR,18750.0,18750.0,23440.0,2017-10-01,,, 31.5 in x 12.5 in, oil on canvas ,393.75,92.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"STUDY FOR MACDONALDS, 1992",900.0,2000.0,3000.0,2017-10-01,,, 10.5 in x 8 in, ink on paper ,84.0,92.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,UNTITLED,14475.0,15625.0,23440.0,2017-10-01,,, 35.5 in x 17.5 in, oil on canvas ,621.25,92.0
krishen khanna,1925-01-01,"Lyalpur, Punjab",,94.0,"UNTITLED, 1963",22500.0,23440.0,31250.0,2017-10-01,,, 54 in x 30 in, oil on canvas ,1620.0,92.0
